# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 19 21:30:25 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and tran_flag = 1
# CONSTRAINT:  and pl_orbperstr < 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
#pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1855 b,Kepler-1855,1,1,1,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.72733098,,,0,,,,,1.216,,,0,0.109,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3460.00,69.00,-83.00,0,0.36,0.06,-0.06,0,0.39,0.06,-0.08,0,0.070,0.150,-0.150,0,[Fe/H],4.92,0.06,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,283.4018628,41.5161554,,,,16.5560000,0.1140000,-0.1140000,12.0320000,0.0280000,-0.0280000,15.7514000,0.0052400,-0.0052400,2021-12-05,2022-02,2021-12-05
EPIC 228836835 b,EPIC 228836835,1,1,1,Transit,2021,K2,1,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.72811300,0.00006300,-0.00006300,0,,,,,1.100,0.300,-0.200,0,0.098,0.027,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3782.00,152.00,-152.00,0,0.32,0.07,-0.07,0,,,,,-0.180,0.250,-0.250,0,[Fe/H],5.00,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,189.5748998,-5.2446247,150.1240000,1.7990000,-1.7580000,16.7700000,0.2000000,-0.2000000,12.0200000,0.0270000,-0.0270000,15.4185000,0.0004730,-0.0004730,2021-10-25,2021-08,2021-10-25
TOI-206 b,TOI-206,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.73631040,0.00000030,-0.00000030,0,0.011200,0.000100,-0.000100,0,1.300,0.050,-0.050,0,0.116,0.004,-0.004,0,,,,,,,,,,,,,,,,,,910,36,-36,0,0,,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383.00,157.00,-157.00,0,0.35,0.01,-0.01,0,0.35,0.01,-0.01,0,,,,,,4.89,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,73.7382202,-62.5218740,47.7465000,0.1100000,-0.1095000,14.9380000,0.1260000,-0.1260000,10.0600000,0.0220000,-0.0220000,13.6662000,0.0006700,-0.0006700,2022-02-15,2022-02,2022-02-15
55 Cnc e,55 Cnc,1,2,5,Radial Velocity,2004,McDonald Observatory,1,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0,Mass,0.050000,0.030000,-0.030000,0,,,,,,,,,0,,,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,0.350,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000,5.7297300,0.0008523,-0.0008523,2021-02-05,2018-10,2021-02-11
Kepler-1377 b,Kepler-1377,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.74092842,0.00000185,-0.00000185,0,,,,,1.250,0.090,-0.080,0,0.112,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5218.00,42.47,-53.61,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0,0.050,0.136,-0.140,0,[Fe/H],4.55,0.03,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,289.1954229,46.6516055,1146.1000000,54.2500000,-49.6300000,15.8570000,0.0920000,-0.0920000,13.9840000,0.0650000,-0.0650000,15.8887000,0.0005730,-0.0005730,2016-05-06,2016-05,2016-05-10
Kepler-32 f,Kepler-32,1,1,5,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.74296000,0.00007000,-0.00007000,0,0.013000,,,0,0.820,0.070,-0.070,0,0.073,0.006,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,0.022400,,,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,,3900.00,200.00,-200.00,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,0.000,0.400,-0.400,0,[Fe/H],4.64,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,297.8423073,46.5743595,323.8470000,3.4025000,-3.4025000,16.3600000,0.5490000,-0.5490000,12.7570000,0.0240000,-0.0240000,15.8123000,0.0005770,-0.0005770,2016-03-23,2012-05,2016-03-24
K2-399 b,K2-399,1,1,1,Transit,2022,K2,1,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,0.75997800,0.00001000,-0.00001000,0,,,,,6.049,1.047,-0.481,0,0.540,0.093,-0.043,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5690.00,38.00,-38.00,0,1.54,0.05,-0.05,0,0.78,0.13,-0.11,0,0.252,0.036,-0.036,0,[Fe/H],3.96,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,158.0734448,2.2378452,515.4910000,12.3470000,-11.7930000,12.4780000,0.0920000,-0.0920000,10.9300000,0.0230000,-0.0230000,12.3147000,0.0002560,-0.0002560,2022-03-16,2022-03,2022-03-16
Kepler-1067 b,Kepler-1067,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.76212926,0.00000273,-0.00000273,0,,,,,0.800,0.120,-0.060,0,0.071,0.011,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5592.00,63.05,-65.87,0,0.93,0.16,-0.06,0,0.95,0.04,-0.04,0,0.030,0.132,-0.172,0,[Fe/H],4.49,0.05,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,285.3873706,45.0490265,667.6930000,8.3250000,-8.1260000,14.3950000,0.0800000,-0.0800000,12.6560000,0.0330000,-0.0330000,14.2726000,0.0004090,-0.0004090,2016-05-06,2016-05,2016-05-10
EPIC 220492298 b,EPIC 220492298,1,1,1,Transit,2021,K2,1,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.76240600,0.00015000,-0.00015000,0,,,,,0.990,0.100,-0.100,0,0.088,0.009,-0.009,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5620.00,31.00,-31.00,0,0.89,0.09,-0.09,0,,,,,0.280,0.030,-0.030,0,[Fe/H],4.50,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.7615005,6.5887980,624.5120000,14.9470000,-14.9470000,13.9910000,0.0920000,-0.0920000,12.1680000,0.0260000,-0.0260000,13.7756000,0.0003650,-0.0003650,2021-10-25,2021-08,2021-10-25
Kepler-1409 b,Kepler-1409,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.76486493,0.00000240,-0.00000240,0,,,,,1.040,0.080,-0.070,0,0.093,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5160.00,76.61,-73.84,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,-0.030,0.147,-0.155,0,[Fe/H],4.57,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,290.0847389,51.2086144,694.8900000,9.8035000,-9.8035000,15.3910000,0.0460000,-0.0460000,13.2480000,0.0340000,-0.0340000,15.1720000,0.0005450,-0.0005450,2016-05-06,2016-05,2016-05-10
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,0.00000262,-0.00000279,0,0.015980,0.000130,-0.000140,0,3.444,0.157,-0.115,0,0.307,0.014,-0.010,0,39.09000,2.66000,-2.55000,0,0.12299,0.00837,-0.00802,0,Mass,0.000000,0.000000,0.000000,0,,,,,,,,,0,,,,,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.80,42.50,-41.20,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,0.190,0.030,-0.030,0,[Fe/H],4.48,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,28.7157956,-29.4217086,225.7340000,1.5690000,-1.5470000,11.9810000,0.0340000,-0.0340000,10.4180000,0.0230000,-0.0230000,12.0645000,0.0001870,-0.0001870,2020-07-02,2020-07,2020-07-09
NGTS-10 b,NGTS-10,1,1,1,Transit,2020,Paranal Observatory,1,Published Confirmed,0,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,0.76689440,0.00000030,-0.00000030,0,0.014300,0.001000,-0.001000,0,13.507,1.311,-0.930,0,1.205,0.117,-0.083,0,687.14846,29.24036,-34.00781,0,2.16200,0.09200,-0.10700,0,Mass,0.000000,,,0,,,,,1332,49,-54,0,0,,,,,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,K5 V,4600.00,150.00,-150.00,0,0.70,0.04,-0.04,0,0.70,0.04,-0.04,0,-0.020,0.120,-0.120,0,[M/H],4.59,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,91.8722801,-25.5948963,,,,14.5060000,0.1140000,-0.1140000,11.7280000,0.0250000,-0.0250000,14.2604000,0.0033770,-0.0033770,2020-03-13,2020-03,2020-03-19
LTT 3780 b,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,0.76844800,0.00005500,-0.00005300,0,0.012110,0.000120,-0.000120,0,1.332,0.072,-0.075,0,0.119,0.006,-0.007,0,2.62000,0.48000,-0.46000,0,0.00824,0.00151,-0.00145,0,Mass,0.000000,,,0,106.00,22.00,-19.00,0,892,44,-44,0,0,0.108700,0.009800,-0.010300,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.00,157.00,-157.00,0,0.37,0.01,-0.01,0,0.40,0.01,-0.01,0,0.280,0.110,-0.130,0,[Fe/H],4.90,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,154.6449033,-11.7178010,21.9814000,0.0403000,-0.0402000,13.1400000,0.0350000,-0.0350000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770,2020-05-28,2020-07,2020-06-04
Kepler-1173 b,Kepler-1173,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.76985360,0.00000120,-0.00000120,0,,,,,0.890,0.230,-0.070,0,0.079,0.021,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5252.00,92.48,-116.76,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,0.000,0.148,-0.164,0,[Fe/H],4.55,0.03,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,293.1311803,45.6634153,377.0600000,2.3975000,-2.3975000,13.8960000,0.1030000,-0.1030000,11.8840000,0.0260000,-0.0260000,13.8043000,0.0002270,-0.0002270,2016-05-06,2016-05,2016-05-10
K2-187 b,K2-187,1,1,4,Transit,2018,K2,1,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.77401000,0.00008300,-0.00008300,0,,,,,1.200,0.200,-0.200,0,0.107,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5438.00,63.00,-63.00,0,0.83,0.11,-0.11,0,,,,,0.000,0.100,-0.100,0,[Fe/H],4.60,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,132.5235618,23.1924709,330.9160000,5.7270000,-5.5390000,13.1020000,0.0690000,-0.0690000,11.1960000,0.0210000,-0.0210000,12.8673000,0.0002470,-0.0002470,2022-03-28,2021-08,2022-03-28
TOI-2411 b,TOI-2411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.78269420,0.00000370,-0.00000370,0,0.014400,0.000100,-0.000100,0,1.680,0.110,-0.110,0,0.150,0.010,-0.010,0,,,,,,,,,,,,,,,,,,1355,45,-45,0,0,,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4099.00,123.00,-123.00,0,0.68,0.02,-0.02,0,0.65,0.02,-0.02,0,,,,,,4.59,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.9224567,-8.7017944,59.5362000,0.2878000,-0.2852000,11.2720000,0.1110000,-0.1110000,8.5320000,0.0230000,-0.0230000,11.2198000,0.0007840,-0.0007840,2022-02-15,2022-02,2022-02-15
WASP-19 b,WASP-19,1,1,1,Transit,2009,SuperWASP,1,Published Confirmed,0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,0.78883852,0.00000075,-0.00000082,0,0.016520,0.000500,-0.000560,0,15.861,0.493,-0.538,0,1.415,0.044,-0.048,0,366.77398,24.79062,-25.42627,0,1.15400,0.07800,-0.08000,0,Mass,0.012600,0.014000,-0.008900,0,3320.00,190.00,-180.00,0,2113,29,-29,0,0,2.077000,0.014000,-0.014000,0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,,5616.00,66.00,-65.00,0,1.01,0.03,-0.03,0,0.96,0.09,-0.10,0,0.040,0.250,-0.300,0,[Fe/H],4.42,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,148.4167672,-45.6591078,268.3250000,1.7200000,-1.6980000,12.2480000,0.0690000,-0.0690000,10.4810000,0.0230000,-0.0230000,12.1088000,0.0005330,-0.0005330,2022-01-31,2020-04,2022-01-31
